Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Public Aircraft - State,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182B,1.0,Reciprocating,Skydiving,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Dwayne Smith,Rv-6,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182E,1.0,Reciprocating,Personal,1.0,1.0,2.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Pavliga,Hatz Cb-1,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mt-7-235,1.0,Reciprocating,Business,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,North American Aviation Div.,T-28C,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150E,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Robert J. Goodyear,Hummel Bird,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172I,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172B,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Monocoupe Aircraft,90A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Fatal(2),Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150E,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Fatal(3),Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Johnson-Whittman Tailwind,Jw9L,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Stinson,108-3,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Neal Anderson,Comp Air 6,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,Da 20-A1,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Pzl Warzawa-Cnpsl,Pzl-104 Wilga 35A,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Engineering & Research,Ercoupe 415-C,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,U206-C,1.0,Reciprocating,Business,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,"Rans, Inc.",Rv-4,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Eca,1.0,Reciprocating,Banner Tow,1.0,1.0,1.0,1.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Bird,Seawind 3000,1.0,Reciprocating,Personal,2.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mxt-7-180,1.0,Reciprocating,Aerial Observation,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Gcaa,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-22,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Boeing,737-300,2.0,Turbo Fan,NOT KNOWN,1.0,1.0,1.0,102.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,310R,2.0,Reciprocating,NOT KNOWN,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Fatal(1),Substantial,Airplane,Piper Aircraft,Pa-38-112,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Gadbois,Apex Cross 5,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T206H,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Tolsma Tony G,Avid Magnum,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Flagg,Kitfox Iv,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150E,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Personal,1.0,1.0,3.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bishop Thomas W,Bishop-Acro,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-201T,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Acro Sport,Acroduster Ii Sa750,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210D,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-12,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Flight Design,Ctsw,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At-602,1.0,Turbo Shaft,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,1.0,2.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Mcdonnell Douglas,Dc-10-30,3.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,306.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,S-2B,2.0,Reciprocating,Positioning,1.0,3.0,2.0,1.0,VMC
Accident,Fatal(2),Destroyed,Airplane,Cessna,S550,2.0,Turbo Jet,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-22,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180G,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Ac,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172Sp,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28R-201,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Fatal(3),Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,3.0,1.0,1.0,1.0,IMC
Accident,Non-Fatal,Destroyed,Airplane,Grumman-Schweizer,G-164B,1.0,Turbo Prop,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa28-235,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M-18L,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J5A,1.0,Reciprocating,Banner Tow,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172-M,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Ac,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Business,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-200,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172I,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,1.0,1.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182S,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Canadian Car & Foundry,Harvard Mk Iv,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210L,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,1.0,1.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mxt-7-180A,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,R172E,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,11Ac,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Everett,Zodiac 601Xl,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Gulfstream-Schweizer,Gulfstream Am G-164B,1.0,Turbo Prop,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aircraft Mfg & Dev. Co. (Amd),Ch 2000,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3-C-65,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor,At-402A,1.0,Turbo Prop,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Maule,Mxt-7-180A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Forney,F-1,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Douglas,Dc-9-31,2.0,Turbo Jet,NOT KNOWN,0.0,0.0,0.0,99.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,J3C,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Hanson Gerald,Hanson Bucker 131E,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Hillery W. Grice,Alley Cat 1,1.0,Reciprocating,Air Race/show,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A188,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luciani,Rv8,1.0,Reciprocating,Flight Test,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,NOT KNOWN,1.0,1.0,1.0,5.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172E,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal(2),Substantial,Airplane,Boeing Stearman,A75N1,1.0,Reciprocating,Personal,2.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,76,2.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M20R,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-44-180,2.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Beech,B200,2.0,Turbo Prop,NOT KNOWN,1.0,1.0,1.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Ec,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Lidgard,4-1200,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Wroblewski,Searey,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Robert J. Jackson,Rv6-A,1.0,Reciprocating,Personal,1.0,2.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-24-250,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182S,1.0,Reciprocating,Personal,1.0,1.0,1.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor Inc,At-502B,1.0,Turbo Prop,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Doggett Jack,Samson,1.0,Reciprocating,Unknown,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210F,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Dutton,Air Camper,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Gray Jack,Tean Rocket F1,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stevenson,Rv-6,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,340A,2.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-200,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182L,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,172S,1.0,Reciprocating,Personal,1.0,1.0,3.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,1.0,1.0,1.0,4.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Aviat,Husky A1-B,1.0,Reciprocating,Instructional,1.0,2.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Billings/Humbyrd,Thorpe T-18,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Incident,Incident,Minor,Airplane,Learjet,36,2.0,Turbo Fan,Business,1.0,1.0,1.0,2.0,NOT KNOWN
Accident,Fatal(6),Destroyed,Airplane,Cessna,550,2.0,Turbo Fan,NOT KNOWN,6.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210N,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Schweizer,G-164B,1.0,Turbo Prop,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-44-180,2.0,Reciprocating,Instructional,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Boeing Stearman,A75N1,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Raytheon Aircraft Company,A36,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Ac,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa38,1.0,NOT KNOWN,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,James L. Stringfellow,Glastar,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Dassault-Breguet,Mystere Falcon 900,3.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,15.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172D,1.0,Reciprocating,Personal,1.0,1.0,1.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus Design Corp.,Sr22,1.0,Reciprocating,Business,1.0,1.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-16,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,C-170A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-24-250,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Wsk Pzl Mielec,Pzl-M-18,1.0,Reciprocating,Aerial Application,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Unknown,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28Rt-201,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Rosenbaum,Super Petrel,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Incident,Incident,NOT KNOWN,Airplane,"Bombardier, Inc.",Cl-600-2B19,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,53.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Nelson,Murphy Sr3500 Moose,1.0,Reciprocating,Personal,1.0,1.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210M,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,1.0,1.0,2.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,206,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Destroyed,Airplane,Cessna,150J,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Sandall Evan R,Rv8,1.0,Reciprocating,Personal,1.0,1.0,1.0,2.0,VMC
Accident,Fatal(6),Destroyed,Airplane,Cessna,U206F,1.0,NOT KNOWN,NOT KNOWN,6.0,1.0,1.0,1.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Becerra,Avid Flyer Mark Iv,1.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Britten-Norman,Bn2A26,1.0,Reciprocating,NOT KNOWN,1.0,1.0,1.0,7.0,VMC
Incident,Incident,NOT KNOWN,Airplane,Cirrus Design Corp.,Sr-22,1.0,NOT KNOWN,Executive/corporate,1.0,1.0,1.0,3.0,VMC
Incident,Incident,Minor,Airplane,Piaggio Industrie,P180,1.0,NOT KNOWN,NOT KNOWN,1.0,1.0,1.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa31-310,2.0,Reciprocating,Personal,1.0,1.0,1.0,1.0,VMC
