Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Fatal,Substantial,Airplane,Beech,B24R,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Eberle John S,Fokker Dr-1 Triplane,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-32-301T,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M20C,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Evektor-Aerotechnik As,Sportstar,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,P210,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Waco,Upf-7,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Boeing,767,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,151.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Lee Paul,Sq 2000,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-200,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,95-A55,2.0,Reciprocating,Instructional,1.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor Inc,At-301,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Incident,Non-Fatal,Minor,Airplane,British Aerospace,Bae Jetstream 3101,2.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-23-150,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aviat Inc,A-1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-200,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Fc,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Aircraft Mfg & Development Co,Ch 2000,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mudge Ray,Kit Fox 5,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Quad City Ultralights,Challenger Ii,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,14-19-3,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Britten Norman,Bn2B,2.0,Reciprocating,NOT KNOWN,3.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Bellanca,7Gcbc,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Piper,Pa-12,1.0,Reciprocating,Aerial Observation,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182R,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Easton,Searey,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,M-5-210C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Flight Design Gmbh,Ctls,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,G35,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,North American,At-6F,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Cessna,402C,2.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,10.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Cirrus Design Corp,Sr22,1.0,Reciprocating,Instructional,1.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Arvold Jordon R,Ch 750,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Aeronca,7Ac,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Aero Vodochody,L39C,1.0,Turbo Jet,Air Race show,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172E,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,L-19E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Tl Ultralight Sro,Stingsport,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piggott John H,Bearhawk,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182L,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mxt-7-180A,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Taylorcraft Aviation Corp.,F21,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Skykits Usa Corp,Savannah Adv,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Champion,7Gc,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,95-55,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-32-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-22-108,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Schneider John W,Pt-2A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Lake John K,Ma-5 Charger,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,De Havilland,Dhc8,2.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,15.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Costruzioni Aeronautiche Tecna,P92 Tail Dragger,1.0,Reciprocating,Ferry,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Hansen,Hansen-Vans Rv-6,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,175B,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,1.0,Substantial,Airplane,Socata,Tb200,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Fairley Gooch,Lancair Iv,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,76,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Hawker Beechcraft Corp,G36,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Holloman L B/Holloman E M,Sonex,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ayres Corporation,S2R-R1340,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Goodyear,F2G,1.0,Reciprocating,Air Race show,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182T,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,2.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,737-800,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Socata,Tbm 700,1.0,Turbo Prop,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aviat Aircraft Inc,A-1B,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Moore Edward R,Mxs,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,V35,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Great Lakes,2T-1A-2,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,V35B,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Pitcairn,Pa-4,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Schoepflin,Da-4-550,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-31-325,2.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,35,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28Rt-201,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,747-47Uf,4.0,Turbo Jet,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Stinson,108-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,172R,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Cessna,172N,1.0,Reciprocating,Aerial Observation,4.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Grob-Werke,G 120A,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Cessna,402B,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-11,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,"Halderman, Floyd G.",Rv-6A,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,747-8F,4.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,2.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Hawker,Mk 11 Sea Fury,1.0,Reciprocating,Air Race show,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-23-250,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Hall Don H,Rv-7,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Minor,Airplane,Great Lakes,2T-1A-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Seymour,Skyranger,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bruce M Barrett,Stolp Starlet Sa500,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-181,1.0,Reciprocating,Instructional,3.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Fairchild,Pt-19A,1.0,Reciprocating,Air Drop,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Frederick,F 1,1.0,Reciprocating,Air Race show,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Boeing,767-332,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,220.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Republic,Rc-3,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cirrus Design Corp,Sr22,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Substantial,Airplane,Jdt Mini-Max Llc,1500R,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Lancair Company,Lc42-550Fg,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Yakovlev,Yak 52,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Mchenry George B Jr,Kr2S,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Rockwell International,690A,2.0,Turbo Prop,Aerial Observation,0.0,1.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Mooney,M20M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-22-160,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Barney,Stardustrer Sa-100,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-14,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,400,2.0,Turbo Fan,Executive/corporate,0.0,2.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-46-350P,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Airbus Industrie,A330-323,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,1.0,158.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Boeing,A75N1(Pt17),1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beechcraft,A23-24,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177B,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,95-C55,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa24,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Thompson,Rv-6,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stewart Mw/Stewart Jd,Sonerai 2L,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Learjet,36A,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,5.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Kundel,Vans Rv 7A,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beagle,B206 Series 2,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Canadair Ltd,Cl-600 Challenger,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,10.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor Inc,At-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28R-180,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Navion,Navion,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172B,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mccleery,Rans S6Es,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,175A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Davis Mark,Davis Kr-1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa34,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,Instructional,0.0,0.0,0.0,6.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,E33,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,1.0,Substantial,Airplane,Cirrus,Sr22,1.0,NOT KNOWN,Unknown,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Lake,La4,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Learjet Inc,60,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,2.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Aviat,A-1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,V35A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,150M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Jabiru Usa Sport Aircraft Llc,J170-Sp,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,NOT KNOWN,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Henrie Raymond,Zenith Ch 701 Stol,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,421B,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Substantial,Airplane,Keuthan,Buccaneer Ii,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Quest Aircraft Company Llc,Kodiak 100,1.0,Turbo Prop,Public Aircraft,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,414A,2.0,Reciprocating,Unknown,6.0,0.0,2.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Team Inc,Mini-Max,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,310I,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,Sr20,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,"Thrush Aircraft, Inc.",S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
